AZA.ST,AZN.ST,GETI-B.ST,HM-B.ST,ICA.ST,SCA-B.ST,SEB-A.ST,SSAB-A.ST
133.533112,289.851288,150.867218,182.584137,75.657715,11.017443,34.056644,59.731808
132.265396,271.465942,152.846222,181.708664,74.825012,11.125471,33.892265,60.02557
135.223404,274.186218,154.911942,183.539261,76.609436,11.503516,34.917648,65.704987
136.068542,279.157776,155.256042,183.77803,77.640373,11.503516,35.504696,67.173805
133.533112,276.906494,156.031052,186.802505,77.124901,11.63315,34.487144,65.900833
133.955688,279.62674,161.022354,190.62294,76.926582,11.730322,34.620209,64.725777
131.420258,279.532959,158.956635,187.059128,75.737045,11.503516,34.27581,62.865276
128.462219,279.814392,159.12915,184.241241,76.886971,11.503516,34.369736,63.061123
128.039642,280.095825,157.149261,183.826828,77.005898,11.406292,34.361908,61.935028
124.447792,278.594879,155.084442,185.070023,76.133568,11.341475,33.954891,62.179832
128.039642,281.502838,155.428574,186.7276,76.569733,11.341475,34.369736,64.138252
127.617073,283.191284,156.891846,190.374298,77.48175,11.503516,34.440182,63.795532
122.968781,282.72226,154.395264,186.147461,78.473083,11.352276,33.234776,61.396465
121.701057,283.003662,152.846222,187.059128,78.433472,11.28746,32.585106,60.123493
119.165619,279.62674,151.728012,182.583649,77.878304,11.233445,32.444218,58.116108
118.109192,278.219727,150.953033,176.533432,76.133568,10.844598,30.800478,56.941059
117.897903,281.127625,152.072128,178.85405,77.719681,11.028247,31.465803,58.703636
121.067207,278.970154,154.395264,182.583649,77.124901,11.276657,32.733826,61.102703
118.109192,274.186218,153.018738,177.610855,75.657715,11.017443,31.943272,57.626503
117.475327,276.718842,154.653595,179.59996,76.530121,11.114669,32.279846,57.773388
118.954338,277.469269,156.719315,180.843155,76.331818,11.114669,32.091991,56.892097
118.531769,275.968475,156.805115,180.097244,78.076538,11.15788,31.684971,56.941059
117.264038,277.938293,158.87085,182.666519,78.512779,11.265855,31.935442,57.773388
116.4189,273.998596,155.084442,180.014359,79.305786,11.211841,31.551899,55.863926
115.99633,273.811005,155.341843,178.85405,80.178185,11.168683,31.465803,54.590954
114.306023,271.090729,150.17897,174.958725,78.869637,10.887809,30.988337,52.828377
114.094742,268.464233,148.715714,172.140808,78.512779,10.666405,30.769173,52.338772
112.827026,268.839447,148.284866,172.803818,78.909241,10.715017,31.348392,53.171101
118.954338,275.687073,151.986328,178.688293,79.226479,11.017443,32.84341,55.521206
117.475327,276.249878,152.072128,177.610855,80.891899,10.995837,32.780788,55.031601
117.686615,274.842804,153.362869,178.688293,79.702339,11.071458,33.054749,54.297192
119.165619,274.842804,153.535416,178.356766,81.36776,11.125471,33.109535,54.248234
117.475327,275.40567,155.341843,181.837723,80.733284,11.255052,33.179985,52.240849
117.052765,276.062225,153.792816,182.334991,81.129829,11.28746,33.125195,51.212681
118.109192,274.279999,150.006424,186.147461,80.2575,11.276657,33.665276,52.877338
118.74305,276.625061,152.932938,187.639282,80.098892,11.244249,33.42263,53.220058
119.165619,283.097473,152.760422,190.954453,79.107567,11.244249,34.27581,55.031601
120.01078,284.785889,151.29715,200.154099,79.781654,11.244249,34.745441,56.402493
118.74305,284.87973,150.17897,204.049438,81.288452,11.168683,34.35408,56.843136
118.320473,283.754059,148.97403,200.817139,79.464409,10.909415,33.618313,53.415901
117.686615,285.723969,147.769104,201.314423,79.028252,10.920218,33.21912,52.779419
117.475327,288.162842,146.564194,201.728806,79.305786,11.060655,34.12709,52.730453
118.320473,289.569916,143.723495,200.651367,80.495354,10.866203,33.391323,52.191891
120.01078,289.476074,147.166656,205.043991,80.733284,11.179484,35.035061,55.912888
116.841469,292.477783,147.596588,204.546707,79.702339,11.373882,35.387283,56.304573
117.475327,299.043976,150.523102,205.292618,79.702339,11.481911,36.256119,57.332741
116.4189,295.948486,151.29715,205.209763,79.107567,11.63315,36.005646,57.675468
115.362473,297.074127,149.145645,203.054886,80.336815,11.654703,36.005646,57.626503
115.785049,296.042328,148.629913,202.723389,80.891899,11.676308,35.426422,55.766006
112.615746,297.824524,148.027435,201.728806,80.574661,11.697915,35.355976,55.178478
114.094742,296.229889,148.97403,202.474731,80.178185,11.838352,35.700378,56.255611
109.657738,297.35556,154.826126,202.391861,80.891899,11.784337,35.324669,56.059769
107.544853,295.385681,153.018738,202.226074,80.098892,11.708718,35.066364,54.982639
108.390007,300.638611,153.879547,204.546707,81.36776,11.784337,35.442078,55.178478
106.911003,303.827911,155.858521,202.30896,81.684998,11.79514,38.353836,55.668083
107.96743,301.951843,159.645813,201.231537,81.36776,11.859956,38.259911,54.688873
111.136734,303.734161,161.19487,203.220627,81.36776,11.989592,38.674763,54.346153
112.193176,306.172943,162.829727,206.86734,81.605682,12.702471,38.807827,56.402493
109.235153,302.796173,161.883133,205.209763,81.92292,12.486414,38.291222,55.374321
107.333588,298.574921,158.87085,200.817139,82.002228,12.34603,37.884201,52.828377
105.220711,297.074127,159.300751,199.242432,81.843613,12.518823,37.618073,53.073181
103.952995,294.072388,161.797348,201.231537,83.746964,12.410847,37.610241,53.220058
108.601295,294.447632,163.948837,205.126862,83.509026,12.497217,38.533867,51.653324
110.925446,298.199768,166.444489,206.287186,84.857048,12.518823,38.604309,53.513824
111.559311,299.981995,167.735214,207.198868,84.9366,12.562033,38.964371,54.688873
110.291595,299.137787,167.476883,208.607819,85.254005,12.508019,39.175705,54.835758
109.446449,299.231537,164.120468,210.596939,83.984802,12.37844,38.862614,54.199268
107.544853,300.5448,163.43219,210.596939,84.460655,12.335229,38.338184,52.828377
106.488426,304.67215,164.5513,211.923004,85.491852,12.605245,39.113087,54.541996
108.812584,303.077515,164.637115,208.607819,86.047112,12.464808,38.471249,55.276402
109.869019,302.608551,163.862137,206.86734,86.760643,12.37844,38.541691,56.892097
111.136734,296.106567,165.067047,207.115982,86.601517,12.400044,38.972198,56.402493
112.615746,294.978912,164.981262,207.198868,86.44323,12.529625,39.026985,56.549374
113.672165,293.945221,165.842041,205.126862,84.698761,12.540427,38.839127,57.136898
113.249611,294.978912,166.358704,204.463837,83.905579,12.508019,39.175705,56.647293
113.672165,296.764282,166.271973,205.541275,82.715935,12.540427,39.56707,56.598335
113.249611,297.704102,168.85434,205.789917,84.222733,12.454058,39.762756,54.737839
111.981888,298.92572,169.284286,205.872772,84.460655,12.810498,39.9193,54.835758
115.99633,297.046326,169.886749,207.198868,84.06411,12.972488,40.193256,55.912888
120.644623,294.039246,169.972549,206.618713,84.06411,13.048106,39.801891,54.835758
121.278488,295.354797,169.800934,205.458374,84.06411,12.972488,40.154125,54.395111
117.475327,293.193451,165.66951,200.568481,82.478012,12.756485,39.293121,52.436691
116.630188,292.253693,165.239563,199.988342,82.478012,12.691668,38.831306,52.436691
114.094742,292.065735,166.100372,202.226074,82.557312,12.670062,39.371391,50.918919
112.827026,292.535614,167.218552,203.469284,81.129829,12.594442,39.684483,51.163719
111.348015,290.374268,165.842041,198.165009,79.226479,12.454058,38.635624,49.988667
112.615746,292.629547,167.305283,200.40274,80.416046,12.702471,39.042645,49.205299
110.925446,293.851196,168.251877,198.745148,79.781654,12.842908,39.058296,48.000874
110.714165,291.126038,169.800934,198.579391,81.129829,12.788892,39.684483,49.009457
111.348015,294.039246,170.059265,198.745148,79.305786,12.842908,39.841026,49.009457
112.404449,291.313995,168.079361,197.916351,84.06411,12.713274,39.449665,47.805031
114.094742,293.099457,170.489197,197.584824,84.06411,12.77809,39.026985,47.756069
118.954338,295.636688,172.2966,199.656815,84.460655,13.015699,39.841026,49.645947
120.01078,291.783875,168.94014,199.656815,84.30204,13.069715,39.9193,51.653324
121.701057,290.092407,167.218552,200.071198,84.539978,12.983291,39.723621,52.485653
122.334923,290.750122,167.305283,200.817139,84.619278,12.994094,40.388939,53.073181
123.391342,289.998383,168.165161,200.485611,85.650139,12.940079,41.719578,53.415901
124.236511,291.783875,167.993546,201.397293,88.822517,12.972488,42.189224,52.877338
128.039642,288.776703,169.715134,204.795349,87.474174,13.13453,42.854542,55.814968
130.575104,290.374268,165.411194,201.563049,90.32914,13.318125,42.658863,51.947086
127.194504,291.877838,165.66951,202.391861,89.615616,13.253309,42.032677,50.380352
126.34938,293.757263,167.218552,204.380981,91.201805,13.350533,42.737133,49.988667
123.813927,293.287445,167.476883,204.87822,91.677498,13.339731,42.580589,49.303219
123.180061,294.696991,167.218552,203.717926,91.360085,13.49097,43.050228,49.645947
122.123619,296.576447,167.993546,205.043991,91.439651,13.469363,43.402454,48.617775
122.334923,297.798096,168.165161,206.370071,91.439651,13.469363,44.146053,48.040043
124.236511,296.952332,168.079361,204.215179,90.646561,13.350533,43.324181,47.325218
123.813927,296.294495,170.317596,192.44632,88.267265,13.328927,43.637276,46.434135
122.334923,294.133148,170.574982,189.131134,89.773903,13.177741,43.050228,45.699726
122.546211,291.126038,174.275574,188.55098,90.091309,13.220952,43.598141,46.806236
121.912346,289.7164,174.706436,190.540054,89.377769,13.145333,43.676411,46.73769
122.123619,293.193451,174.275574,190.291428,89.933029,13.123729,43.519867,46.404758
123.813927,292.723572,173.845642,192.943573,89.139931,13.16694,43.715549,46.277462
125.292946,291.971832,173.157379,192.280533,90.72612,13.188542,44.889641,46.884575
120.855911,290.092407,170.317596,190.208557,91.201805,12.918475,44.654827,45.494095
117.264038,289.7164,167.305283,190.871582,91.677498,12.691668,44.06778,44.916359
115.785049,288.494843,165.842041,191.037354,90.963966,12.551231,43.480728,44.524677
113.249611,289.528534,166.702805,190.291428,90.32914,12.745681,43.637276,46.238297
113.883461,289.7164,165.927826,189.95993,89.615616,12.724075,42.932816,45.954323
115.785049,290.092407,167.391098,193.772369,90.249588,12.85371,43.285046,45.650768
117.052765,292.629547,168.510193,195.09845,90.32914,12.940079,43.872097,46.385174
115.573761,293.569305,174.018158,196.010101,90.72612,12.875263,43.441593,48.333805
115.573761,293.381348,175.567215,195.429977,90.091309,13.815001,43.793827,48.745071
112.827026,291.877838,174.706436,193.523743,90.32914,13.77179,42.658863,48.275051
111.981888,291.219971,175.136353,193.440857,90.408722,13.955437,42.658863,48.089001
109.235153,289.340576,172.640701,188.882462,89.933029,13.750185,42.306633,47.403553
109.446449,290.844147,173.157379,186.810501,90.249588,14.020254,42.071812,47.736485
109.235153,294.321106,174.706436,188.05368,89.615616,14.106626,42.737133,45.709522
111.136734,293.945221,176.599625,187.97081,90.408722,14.149837,43.245911,46.86499
109.869019,292.347656,177.546219,186.561859,90.249588,14.160639,42.776272,46.130581
108.178719,291.68988,176.943756,187.805038,90.408722,14.12823,42.932816,47.041248
110.080307,289.7164,175.567215,186.064575,90.32914,13.955437,43.050228,46.473305
111.348015,291.971832,177.546219,185.567276,89.615616,14.085072,42.776272,47.687527
111.559311,292.253693,179.697739,186.810501,89.218636,14.160639,43.128502,48.177132
111.348015,290.656158,175.480499,184.821396,89.377769,14.376696,42.502312,48.216301
111.559311,292.065735,177.71875,185.235794,89.933029,14.333485,43.206772,49.548023
109.869019,287.837006,174.275574,183.163803,89.615616,14.311877,42.306633,48.764656
109.023865,288.870728,173.071548,182.417862,90.011734,14.365892,42.110947,47.775654
109.235153,288.118958,175.480499,182.583649,88.822517,14.290274,41.093395,48.079208
107.96743,287.273193,175.394699,183.080902,87.79158,14.290274,41.445629,48.510063
107.756149,290.844147,175.308899,182.666519,86.918922,14.27947,41.719578,47.961704
104.798134,288.964691,175.825531,182.003479,89.773903,14.419905,41.680447,47.197922
104.798134,285.863586,172.984848,176.616302,88.980804,14.171441,40.662891,46.610394
102.473984,282.668549,171.09166,174.047058,89.377769,13.977043,40.27153,46.140373
106.065857,284.172089,173.41571,177.776611,90.170868,14.193048,41.367348,48.490479
106.065857,285.299774,174.189758,177.693741,90.566986,14.311877,41.093395,49.10738
106.488426,286.521423,177.030457,176.782059,89.695175,14.182245,40.819443,49.548023
107.96743,286.991241,179.611908,179.019806,90.408722,14.193048,41.05426,51.310604
109.446449,288.870728,182.624222,181.091797,90.646561,14.257864,41.719578,52.338772
109.446449,286.145508,181.935974,179.351334,89.29821,14.311877,41.367348,51.653324
108.178719,290.092407,186.238983,178.025253,89.773903,14.301077,41.40649,51.261639
107.544853,292.253693,185.980667,177.776611,91.122246,14.333485,41.563038,50.918919
109.235153,297.610138,185.636536,177.776611,91.597931,14.495472,42.189224,52.681496
110.291595,296.952332,184.60321,178.936935,91.994904,14.549488,41.915268,53.02422
109.235153,298.361877,185.808151,178.025253,91.994904,14.581895,42.267498,53.269024
107.756149,297.234253,186.238983,177.527969,92.073624,14.646713,42.658863,52.926296
107.756149,298.831787,187.959656,177.693741,91.915329,14.679121,42.737133,54.541996
108.812584,300.1474,189.767059,178.273926,92.787994,14.830362,43.128502,55.717049
109.235153,300.8992,188.906265,177.445099,92.787994,14.787149,43.167641,54.933678
107.333588,304.188202,188.73465,179.931503,92.708435,14.808755,43.402454,54.884716
108.812584,304.658051,191.057755,180.263016,92.708435,14.797953,43.559002,55.619125
109.869019,306.631439,187.185577,179.59996,92.708435,14.841164,43.519867,55.374321
110.502869,298.361877,186.754745,178.688293,92.470589,14.635908,43.050228,53.954468
109.657738,296.106567,187.701355,179.848602,93.184135,14.743938,43.245911,54.541996
108.390007,296.012573,187.529709,185.898819,93.184135,14.668319,43.245911,55.423283
109.235153,298.361877,188.476318,187.30777,92.787994,14.733135,43.245911,56.549374
111.559311,294.790955,188.132202,187.224884,93.263687,15.100376,43.402454,56.402493
112.404449,291.783875,188.132202,186.561859,93.501534,15.175998,43.754688,56.255611
111.770599,291.595856,188.390488,187.059128,94.294624,15.197603,43.676411,55.472244
109.869019,288.776703,189.852844,187.97081,93.581093,15.23001,43.598141,55.472244
111.136734,287.931,189.337097,186.064575,93.818947,15.23001,43.245911,55.374321
114.517319,293.757263,192.865158,188.882462,94.849876,15.413608,44.420006,57.430664
115.99633,294.321106,193.725937,187.390671,94.612038,15.381197,44.302601,57.528584
117.264038,296.482483,189.681244,188.136551,95.801247,15.327185,44.889641,57.185863
120.855911,294.133148,185.549805,184.904282,95.483841,15.121984,45.20274,57.136898
122.546211,295.730682,187.615524,186.147461,96.753487,15.273223,45.398422,56.353531
122.968781,295.354797,186.927261,183.826828,96.11866,15.316434,45.711514,55.276402
122.968781,295.166901,185.808151,182.003479,97.307877,15.50003,45.9072,53.954468
122.546211,296.576447,170.489197,182.666519,97.46701,15.629662,46.376835,53.220058
123.391342,295.730682,172.726517,182.500763,98.338821,15.726834,46.846474,52.779419
124.236511,298.080048,170.919128,189.131134,98.97364,15.770045,46.924751,51.947086
124.025223,296.388458,172.726517,188.468094,98.815361,15.780849,47.316116,51.653324
123.391342,300.053406,172.554916,188.385208,99.0532,16.09413,47.276978,53.220058
128.039642,300.053406,171.09166,186.7276,99.13192,16.007708,47.198704,52.191891
131.420258,299.113678,170.661713,189.711258,98.656235,15.964498,47.981434,53.02422
129.72995,298.643829,172.813217,189.95993,98.815361,15.489226,47.47266,52.926296
130.575104,299.959442,176.427994,191.866165,99.0532,15.392,46.650791,53.317982
131.420258,302.026825,173.501511,192.52919,99.528885,15.932089,47.276978,53.073181
135.223404,302.590698,177.80455,195.429977,101.511208,16.256121,47.629208,51.947086
134.800827,297.986023,171.952438,195.18132,103.097404,16.504585,47.864029,51.849167
133.955688,299.771484,173.328979,194.684036,102.304298,16.504585,48.177116,51.898129
134.378265,296.858307,172.640701,195.595734,103.256531,16.720589,50.407902,52.338772
130.997665,289.810455,168.85434,194.103882,103.49437,16.655771,49.899128,51.457481
135.223404,285.675629,171.005844,195.927246,104.683594,16.580153,50.055672,51.359562
131.420258,283.70224,170.317596,193.440857,103.097404,16.428965,49.038124,50.331394
133.533112,286.427399,169.456818,194.766937,103.335251,16.796207,50.251358,50.331394
132.687943,285.769653,170.747528,193.357971,105.000999,16.850222,49.703442,51.408524
133.110535,285.957581,171.264191,191.94902,104.921432,16.709787,49.351212,52.142929
135.223404,287.17923,163.002274,193.109344,106.42807,16.882631,50.642719,49.499062
135.645966,284.547974,166.013641,192.612045,123.954895,16.817814,50.877541,49.645947
136.068542,282.762482,166.702805,192.694931,132.995514,16.936592,51.542858,48.960499
137.336273,272.671783,169.542603,191.451752,128.475632,17.066225,51.699413,50.184509
139.026566,271.2565,166.961151,188.882462,129.268723,16.850222,51.621132,49.743866
141.561996,272.766083,166.874435,189.711258,130.457947,16.828617,51.151497,49.645947
147.05545,270.124298,167.563614,190.457214,133.312927,16.807013,51.660271,49.058418
145.365143,271.2565,167.993546,190.62294,134.81955,16.904236,51.895096,49.792824
147.05545,269.086517,169.715134,193.357971,139.657684,17.282282,52.364727,49.743866
144.520004,268.425995,169.542603,192.114792,140.768173,16.979805,51.934231,49.009457
144.097458,273.992645,171.521622,195.76149,139.49855,17.098635,52.443005,49.743866
142.40715,272.954773,169.112671,194.021011,137.198837,16.925842,52.521275,50.08659
141.561996,271.916931,166.961151,189.545502,134.66127,16.807013,51.542858,49.450104
141.139435,275.502258,168.596008,190.871582,134.81955,16.817814,52.325588,49.792824
153.816635,276.823181,167.563614,192.363419,139.419846,17.077028,52.716957,49.058418
149.168335,275.879639,167.907745,192.943573,137.040558,17.141846,53.069187,48.049831
147.478027,276.06839,168.510193,195.347061,136.009613,17.422667,53.030048,47.197922
148.323166,277.861053,169.628387,197.999237,137.516235,17.357849,53.53883,47.90295
148.323166,276.16275,167.132767,197.336197,134.740829,17.336296,52.443005,47.628773
147.478027,273.615295,167.563614,197.170441,134.502991,17.152647,52.560417,47.697315
147.900604,274.181396,168.337708,196.756027,135.533936,17.001408,53.421417,48.35339
145.78772,273.426544,168.85434,196.756027,136.327042,17.001408,53.499687,48.490479
147.05545,273.898376,169.112671,193.93811,134.423416,16.482981,52.756096,48.470894
146.210312,276.728821,167.907745,192.694931,135.216522,16.958197,53.147461,48.010662
146.632889,281.1633,168.165161,193.440857,136.723145,17.023014,53.851921,48.069416
149.168335,280.219757,168.165161,191.451752,138.944153,16.979805,53.773643,47.971497
150.858597,280.031097,167.476883,190.788727,135.930054,16.850222,53.773643,47.697315
149.168335,281.72937,167.305283,188.468094,134.81955,16.839418,53.53883,46.913948
149.168335,280.691528,167.563614,187.805038,134.581711,16.861025,54.67379,46.835613
147.05545,290.409607,168.079361,189.131134,133.947723,16.742195,54.047607,46.385174
146.210312,301.637268,167.024094,192.280533,134.740829,17.303888,54.822044,46.414555
147.478027,304.467773,169.401703,192.114792,136.009613,17.584707,54.08836,46.835613
147.05545,302.58075,171.690628,192.031891,134.81955,17.649527,53.150887,48.010662
147.478027,302.297699,172.747757,192.44632,131.648026,17.833118,53.150887,48.31422
147.900604,305.599976,175.213165,193.109344,132.916794,18.1464,53.354679,48.627567
148.323166,308.713501,176.357147,194.518295,133.630341,18.221968,54.618244,47.746277
147.478027,307.298248,178.206223,193.689484,133.312927,18.340799,54.41444,46.776859
144.942581,308.713501,177.854141,191.451752,132.75766,18.211166,53.395447,46.022869
142.40715,305.977325,174.508102,191.120239,132.361526,17.800713,53.110126,46.140373
143.674881,304.845154,175.300949,189.877045,131.330612,17.660328,52.417213,45.582222
140.716843,305.977325,173.451904,190.208557,132.916794,17.573906,53.436207,46.90416
144.520004,307.109558,173.539673,192.52919,134.81955,17.71434,55.351925,47.961704
146.210312,306.166077,176.269363,192.363419,134.423416,20.043318,55.474197,47.599396
144.520004,305.788605,175.213165,189.711258,133.312927,19.98097,55.148121,47.099998
139.871704,307.392578,173.187592,188.965347,132.837234,19.943525,55.025837,45.93
136.068542,304.845154,169.401703,188.716705,133.550766,19.606516,54.210644,45.41
133.955688,307.392578,166.40773,184.987137,132.440247,19.731333,52.661766,44.880001
132.398056,313.808472,168.521072,186.64473,132.67894,19.681406,52.131889,44.549999
126.61261,313.997101,167.729156,187.887939,132.440247,20.255512,52.58025,44.59
123.719872,314.280121,167.904724,189.711258,134.423416,20.280478,52.009609,43.950001
125.277489,322.299988,171.867111,192.363419,137.198837,20.779692,52.213409,45.529999
129.950378,323.620789,172.306976,194.351013,137.278397,20.667355,52.49873,46.349998
128.615265,320.318573,172.571259,197.202759,136.009613,20.754726,54.33292,46.779999
127.057625,318.62027,172.306976,196.684265,134.66127,20.35537,54.129124,46.68
126.835121,321.450806,173.275406,197.721252,139.49855,20.579983,54.49596,47.130001
127.057625,321.828186,171.779343,198.153336,138.785034,20.579983,54.210644,47.25
126.61261,317.299347,172.395706,196.338577,140.133377,20.854582,54.862804,46.310001
127.280159,319.09198,172.92334,199.536011,143.806839,20.82962,54.69976,47.23
127.057625,318.525909,173.716187,200.227341,143.045074,20.854582,55.270405,48.34
128.170227,315.317993,173.891739,198.931091,143.976135,20.69232,55.881798,48.889999
129.060287,316.921967,173.80397,201.264328,146.43074,21.17905,56.860031,48.959999
127.280159,318.242828,177.854141,203.079071,139.9133,21.840532,56.982319,48.48
126.390091,318.90332,177.414291,202.646988,139.320816,22.0277,57.104603,47.049999
126.390091,322.960358,177.854141,202.214905,139.659378,22.127556,57.308392,46.720001
126.167557,324.941681,177.062225,202.906265,139.574738,22.152519,58.042068,46.509998
126.167557,324.28125,175.917313,204.807419,139.997955,21.728195,58.571945,46.740002
126.61261,323.809509,175.653015,204.98024,142.36795,21.778122,58.327396,46.740002
130.61792,321.262085,175.565247,206.449326,150.832123,21.778122,58.123596,47.939999
136.6259,327.677856,176.797928,207.054245,153.879227,22.314783,58.653465,48.77
133.065628,324.847321,173.628387,202.992676,150.832123,21.815567,57.226871,46.990002
131.062958,324.847321,173.980469,202.474182,154.048523,21.640821,56.411674,46.5
132.175552,326.356995,175.300949,204.375336,157.434204,21.640821,57.389915,46.869999
135.290787,334.84845,175.917313,206.103653,163.359161,21.877977,57.919792,46.919998
132.620575,327.300476,174.068268,201.005081,160.058105,21.029268,56.819271,46.349998
134.400726,323.432068,174.684586,200.572998,157.857422,20.817139,57.063831,46.830002
132.398056,322.583008,175.036682,197.029907,162.089523,20.654871,56.737755,46.400002
131.062958,317.488068,177.062225,198.066925,156.164597,20.892029,56.167114,45.810001
131.062958,316.450226,176.269363,197.029907,156.164597,21.129124,55.963318,45.619999
127.50267,315.223663,176.973511,194.869492,153.879227,20.779692,54.618244,44.68
127.947708,318.43161,179.703217,194.091766,157.434204,21.004305,55.514961,44.73
127.280159,320.224243,178.558289,194.869492,157.349564,21.079195,55.270405,43.799999
125.277489,316.827576,181.816559,193.746078,152.609619,20.979342,55.107357,43.57
124.164894,314.657593,181.904327,192.795517,151.509277,20.941957,54.33292,42.790001
123.719872,312.015778,180.935913,190.721497,151.509277,20.729763,53.966084,43.09
123.052322,308.807831,182.432907,191.412827,148.123581,20.966921,54.37368,43.150002
122.829803,311.355316,184.193253,194.178177,152.863541,21.416206,54.903561,43.400002
126.167557,309.656982,185.690247,194.351013,151.255341,21.403725,55.270405,43.130001
126.390091,305.411255,184.898331,194.523834,151.08606,21.129124,53.354679,42.290001
121.49469,299.467224,179.967499,190.289413,149.477859,20.130695,51.357452,40.799999
121.49469,299.467224,179.967499,190.289413,149.477859,20.130695,51.357452,40.799999
119.937073,300.410706,178.558289,186.314255,147.700378,19.631477,49.808575,40.169998
118.379448,299.844635,180.583832,187.610519,149.816406,19.893599,50.542255,40.740002
120.604614,303.618591,180.231781,191.758499,151.93248,20.118212,51.235168,40.279999
122.829803,306.543457,181.64006,193.573242,151.509277,21.016785,52.213409,40.790001
121.939728,300.316345,179.438904,190.46225,153.202103,21.004305,52.254166,40.029999
125.722542,301.542908,180.407349,198.153336,151.93248,21.129124,53.436207,40.310001
126.167557,303.052521,181.816559,197.807663,155.826019,21.141605,52.702526,40.02
126.390091,302.014618,181.287994,196.943497,153.709961,20.991823,52.131889,39.209999
129.950378,307.109558,188.332153,200.659424,156.164597,21.016785,53.436207,39.59
129.727844,307.203918,185.690247,200.572998,154.217804,21.066713,53.395447,38.990002
131.285477,310.034393,189.300568,202.474182,156.079926,21.253941,54.536724,39.049999
132.175552,312.959259,189.388367,203.597595,154.894943,21.466135,55.311157,40.119999
133.955688,311.355316,192.822174,203.251923,155.656723,21.803087,55.474197,40.619999
135.73584,311.638336,206.557495,204.893814,154.979614,21.877977,56.126354,41.459999
137.070938,310.694824,203.915588,204.98024,154.471725,21.640821,56.574715,42.189999
138.851074,310.223083,204.268585,204.893814,154.810318,21.902943,57.675228,41.27
136.6259,308.24176,204.179886,203.424759,154.048523,21.840532,57.593716,42
133.955688,310.223083,204.884933,204.202499,153.202103,21.778122,56.860031,42.419998
134.845764,312.110077,206.733078,205.153076,152.017136,21.42869,57.79752,43.529999
133.288147,308.430389,204.884933,205.239487,152.017136,21.303869,57.79752,41.259998
131.062958,307.77002,205.060516,203.511154,153.794601,21.466135,57.79752,40.959999
131.285477,308.52478,205.060516,204.116089,153.540665,21.403725,57.919792,41.82
133.510651,309.090912,207.261627,206.362915,152.7789,21.565931,58.734993,42.34
132.398056,309.562683,208.142288,206.276505,153.879227,21.441109,59.224106,42.299999
132.620575,305.882996,206.117645,206.017242,152.017136,21.17905,58.694221,42.23
132.175552,306.449127,209.198471,208.35051,152.524963,21.266424,58.694221,42.830002
133.288147,310.883545,210.959763,210.683762,153.62532,21.416206,58.653465,42.93
133.510651,312.487488,212.192444,209.819595,154.048523,21.528482,58.653465,42.52
133.510651,313.71405,213.073105,211.461487,154.471725,21.790604,59.264866,43.139999
137.070938,317.205048,214.745667,211.980011,154.641006,21.778122,59.264866,42.91
136.6259,314.751923,214.83342,211.980011,154.810318,21.815567,59.224106,43.189999
133.955688,311.355316,213.865005,210.424484,157.011002,22.0277,58.001305,42.959999
130.840439,308.902191,212.104691,209.387512,159.211716,21.603376,58.775749,42.669998
135.73584,306.543457,212.280243,210.078827,158.619186,21.503519,60.039307,43.650002
136.180862,308.05304,212.456726,210.078827,159.12706,21.466135,59.957787,45.75
136.180862,312.110077,211.663879,209.387512,157.857422,21.129124,59.876266,46.139999
134.845764,316.355804,213.689453,212.844177,159.296326,21.55345,59.42791,46.779999
137.070938,310.866302,213.337387,212.5849,159.465607,21.453592,59.835506,46.900002
134.845764,306.613068,213.073105,209.128235,159.97348,21.17905,58.979549,46.650002
136.180862,307.085632,214.217087,210.165253,159.97348,21.141605,59.387146,46.970001
135.73584,306.518524,209.550537,209.128235,163.359161,21.316353,59.142586,46.810001
134.845764,307.463684,207.261627,209.128235,162.089523,21.378763,58.898022,46.32
133.065628,309.070496,206.380997,206.535736,163.782364,21.066713,57.104603,45.68
134.845764,309.448547,208.230057,208.177658,161.835587,21.36628,57.389915,46.740002
134.845764,310.015717,207.525909,209.733185,162.935928,21.403725,57.919792,47.150002
134.400726,311.716949,206.997345,211.720734,166.998749,21.640821,57.186115,47.540001
134.845764,310.393738,202.330811,209.992416,163.359161,21.054232,55.392673,46.439999
136.180862,307.747284,202.067474,210.251663,164.374847,20.542536,55.474197,46.27
137.070938,309.826599,202.771591,211.720734,171.23085,20.854582,56.126354,46.259998
137.070938,308.030823,200.922546,210.424484,168.268417,20.205585,55.474197,46.240002
138.406052,308.881439,204.796219,212.757751,172.415863,20.679836,56.452438,46.950001
141.521301,306.613068,203.299225,213.016998,171.823364,20.69232,56.574715,47.099998
140.631241,306.802124,204.972748,212.930573,172.669769,20.617426,56.860031,46.91
141.966339,308.786987,203.475739,213.621918,171.823364,20.592463,56.737755,47.110001
142.411377,306.235016,203.827805,214.313248,170.553711,20.654871,56.982319,46.610001
144.191513,304.344666,201.97876,213.016998,169.284103,20.642393,57.104603,46.439999
146.416672,305.856903,206.733078,216.214417,170.553711,21.36628,58.123596,47.77
149.086884,307.558197,205.764664,214.745331,172.669769,21.228977,58.490433,47.360001
149.086884,311.05542,205.589081,215.263824,171.400162,21.04175,57.675228,46.130001
148.196808,312.000519,205.676865,215.436661,171.061584,21.291388,57.960552,44.849998
149.531921,315.781219,210.343399,223.991928,172.415863,21.228977,57.512192,44.880001
