Date,Open,High,Low,Close,Adj Close,Volume
2010-12-17,21.376400,21.417200,21.213200,21.294800,7.518805,6766074
2010-12-20,21.274401,21.356001,21.009300,21.070499,7.439609,6827847
2010-12-21,21.254000,21.376400,21.172400,21.294800,7.518805,8967830
2010-12-22,21.356001,21.580400,21.274401,21.519199,7.598035,6197373
2010-12-23,21.621201,21.621201,21.437599,21.539600,7.605240,2301769
2010-12-27,21.539600,21.662001,21.417200,21.662001,7.648457,2480224
2010-12-28,21.580400,21.886400,21.580400,21.743601,7.677269,3013136
2010-12-29,21.825199,22.192301,21.825199,22.008699,7.770869,7472538
2010-12-30,21.906799,22.131100,21.662001,21.662001,7.648457,5851250
2011-01-03,21.804800,22.437099,21.804800,22.396299,7.907723,10088564
2011-01-04,22.457500,22.498301,22.212700,22.253500,7.857304,10565587
2011-01-05,22.437099,22.743000,22.335100,22.396299,7.907723,7929416
2011-01-07,22.722700,22.885799,22.416700,22.600300,7.979753,11924587
2011-01-10,22.559500,22.661501,22.294300,22.335100,7.886117,7631873
2011-01-11,22.518700,23.069401,22.253500,22.885799,8.080558,10569509
2011-01-12,22.987801,23.028601,22.763500,22.824600,8.058949,7506366
2011-01-13,22.865400,22.926600,22.681900,22.722700,8.022970,8715347
2011-01-14,22.722700,22.906200,22.620701,22.906200,8.087762,5263428
2011-01-17,22.947001,22.987801,22.702200,22.865400,8.073355,3718130
2011-01-18,22.906200,23.008200,22.783800,22.844999,8.066152,7635795
2011-01-19,22.824600,23.049000,22.620701,22.783800,8.044543,13091405
2011-01-20,22.763500,22.763500,22.314699,22.314699,7.878913,13109054
2011-01-21,22.375900,22.743000,22.355499,22.722700,8.022970,11728973
2011-01-24,23.008200,23.130600,22.763500,22.947001,8.102166,11226457
2011-01-25,23.130600,23.130600,22.722700,22.967400,8.109369,10897983
2011-01-26,23.049000,23.150999,22.885799,23.049000,8.138181,7200934
2011-01-27,23.150999,23.436600,22.518700,23.008200,8.123775,10916613
2011-01-28,23.049000,23.334600,22.967400,23.069401,8.145385,10503324
2011-01-31,22.987801,23.171400,22.865400,22.947001,8.102166,8281467
2011-02-01,22.987801,23.334600,22.967400,23.232599,8.203006,13783161
2011-02-02,23.293800,23.334600,22.783800,22.804199,8.051746,12532018
2011-02-03,22.824600,22.844999,22.457500,22.702200,8.015733,10269470
2011-02-04,22.763500,22.824600,22.600300,22.681900,8.008565,7423022
2011-02-07,22.824600,22.947001,22.641100,22.722700,8.022970,8589350
2011-02-08,22.783800,22.804199,22.559500,22.743000,8.030138,13220833
2011-02-09,22.743000,22.804199,22.600300,22.620701,7.986956,8854580
2011-02-10,22.661501,22.681900,22.294300,22.375900,7.900521,7317126
2011-02-11,22.335100,22.518700,22.171900,22.477900,7.936535,6643999
2011-02-14,22.600300,22.641100,22.477900,22.559500,7.965349,6877363
2011-02-15,22.498301,22.559500,22.314699,22.498301,7.943739,6472717
2011-02-16,22.396299,22.518700,22.273899,22.396299,7.907723,6686206
2011-02-17,22.539101,22.559500,21.968000,22.233101,7.850101,14797141
2011-02-18,22.273899,22.355499,21.651800,21.906799,7.734890,15400170
2011-02-21,21.825199,21.845600,21.498800,21.600800,7.626847,9815288
2011-02-22,21.478399,21.621201,21.233601,21.621201,7.634051,7354601
2011-02-23,21.580400,21.600800,21.213200,21.519199,7.598035,13127233
2011-02-24,21.376400,21.580400,21.213200,21.376400,7.547617,9275777
2011-02-25,21.539600,21.580400,21.274401,21.437599,7.569225,7514794
2011-02-28,21.458000,21.458000,21.213200,21.356001,7.540413,11349174
2011-03-01,21.478399,21.478399,21.213200,21.274401,7.511601,6938106
2011-03-02,21.213200,21.213200,20.927700,21.009300,7.418000,10248845
2011-03-03,21.090900,21.213200,20.907301,21.009300,7.418000,10959859
2011-03-04,21.111300,21.274401,20.968500,20.988899,7.410796,15941946
2011-03-07,20.948099,21.254000,20.886900,21.192900,7.482826,13698577
2011-03-08,21.356001,21.702801,21.335600,21.519199,7.598035,14168025
2011-03-09,21.580400,21.702801,21.519199,21.559999,7.612442,7217456
2011-03-10,21.478399,21.804800,21.396799,21.519199,7.598035,10166903
2011-03-11,21.335600,21.417200,21.111300,21.152100,7.468420,11143324
2011-03-14,21.050100,21.192900,20.927700,21.111300,7.454015,7220177
2011-03-15,20.805300,21.050100,20.580900,20.682899,7.302754,28412094
2011-03-16,20.744101,20.886900,20.478901,20.478901,7.230725,24659077
2011-03-17,20.642099,20.846100,20.519699,20.784901,7.338768,9783495
2011-03-18,20.886900,21.009300,20.805300,21.009300,7.418000,10554443
2011-03-21,21.152100,21.294800,20.846100,21.009300,7.418000,17944299
2011-03-22,21.029699,21.029699,20.703300,20.968500,7.403594,13466316
2011-03-23,20.927700,21.254000,20.886900,21.111300,7.454015,18444938
2011-03-24,21.192900,21.213200,20.968500,21.090900,7.446811,11947874
2011-03-25,21.111300,21.192900,20.784901,21.070499,7.439609,12414562
2011-03-28,21.111300,21.111300,20.662500,20.662500,7.295551,18407457
2011-03-29,20.703300,20.948099,20.662500,20.948099,7.396392,10358766
2011-03-30,20.825701,20.948099,20.621700,20.642099,7.288348,14902885
2011-03-31,20.621700,20.825701,20.621700,20.723700,7.317159,9058622
2011-04-01,20.805300,21.029699,20.642099,21.029699,7.425202,9292569
2011-04-04,20.948099,21.254000,20.846100,21.233601,7.497196,7414727
2011-04-05,21.274401,21.294800,21.050100,21.090900,7.446811,12413096
2011-04-06,21.131701,21.172400,20.927700,21.152100,7.468420,9786054
2011-04-07,21.152100,21.274401,20.968500,21.009300,7.418000,13632205
2011-04-08,20.305599,20.336201,20.111799,20.152599,8.788838,17296823
2011-04-11,20.111799,20.193399,19.836399,19.958799,8.704319,10417715
2011-04-12,19.938400,20.020000,19.581499,19.612000,8.553074,8324639
2011-04-13,19.652800,19.714001,19.387699,19.469299,8.490842,18872748
2011-04-14,19.520300,19.969000,19.469299,19.958799,8.704319,16096927
2011-04-15,19.867001,19.887400,19.601900,19.683500,8.584257,8134987
2011-04-18,19.703800,19.714001,19.428499,19.428499,8.473047,23035994
2011-04-19,19.438700,19.561100,19.377501,19.397900,8.459703,10357991
2011-04-20,19.469299,19.612000,19.377501,19.418301,8.468600,11451447
2011-04-21,19.459101,19.540701,19.397900,19.408100,8.464151,2876560
2011-04-26,19.438700,19.438700,19.214300,19.275499,8.406323,9773798
2011-04-27,19.275499,19.581499,19.244900,19.499901,8.504188,14474673
2011-04-28,19.663000,19.826200,19.520300,19.826200,8.646491,16065805
2011-04-29,19.938400,20.101601,18.643200,18.888000,8.237328,41351945
2011-05-02,19.061300,19.306101,18.949100,19.214300,8.379633,17263652
2011-05-03,19.224501,19.275499,19.061300,19.142900,8.348495,17204880
2011-05-04,19.173500,19.764999,19.000099,19.663000,8.575317,24386150
2011-05-05,19.795601,19.867001,19.612000,19.795601,8.633147,14641719
2011-05-06,19.795601,19.917999,19.673300,19.816000,8.642043,14764053
2011-05-09,19.816000,19.867001,19.530500,19.591700,8.544222,9737004
2011-05-10,19.601900,19.693600,19.479500,19.550900,8.526427,12030797
2011-05-11,19.622200,19.724199,19.540701,19.663000,8.575317,11540385
2011-05-12,19.520300,19.642700,19.408100,19.469299,8.490842,13244763
2011-05-13,19.561100,19.683500,19.397900,19.459101,8.486394,11522402
2011-05-16,19.387699,19.530500,19.193899,19.499901,8.504188,11262109
2011-05-17,19.469299,19.642700,19.326500,19.612000,8.553074,9675716
2011-05-18,19.703800,19.836399,19.683500,19.785400,8.628697,15344398
2011-05-19,19.907801,19.969000,19.663000,19.714001,8.597559,7848268
2011-05-20,19.744600,20.009800,19.744600,19.999599,8.722113,49073515
2011-05-23,19.836399,19.907801,19.571301,19.632500,8.562016,16031963
2011-05-24,19.632500,19.887400,19.581499,19.663000,8.575317,15378255
2011-05-25,19.571301,19.907801,19.438700,19.846600,8.655388,9033780
2011-05-26,19.938400,20.020000,19.499901,19.510099,8.508636,8430972
2011-05-27,19.663000,19.775200,19.418301,19.632500,8.562016,9141162
2011-05-30,19.632500,19.724199,19.387699,19.469299,8.490842,5030932
2011-05-31,19.550900,19.724199,19.438700,19.571301,8.535325,14182551
2011-06-01,19.561100,19.714001,19.448900,19.448900,8.481945,5936486
2011-06-03,19.377501,19.418301,19.193899,19.285700,8.410770,12734030
2011-06-07,19.285700,19.469299,19.255100,19.428499,8.473047,12971424
2011-06-08,19.357100,19.397900,19.265301,19.295900,8.415219,18690813
2011-06-09,19.377501,19.479500,19.234699,19.244900,8.392978,16469971
2011-06-10,19.183701,19.244900,18.888000,18.949100,8.263975,11684742
2011-06-13,18.969500,19.142900,18.847200,18.979700,8.277320,7404128
2011-06-14,19.081699,19.193899,18.918501,19.112301,8.335149,12721264
2011-06-15,19.091900,19.214300,18.928699,18.928699,8.255077,11841600
2011-06-16,18.796200,18.837000,18.429001,18.469801,8.054946,15964724
2011-06-17,18.429001,18.826799,18.367800,18.531000,8.081635,14184380
2011-06-20,18.398399,18.469801,17.878300,17.949699,7.828122,29794817
2011-06-21,18.072100,18.245399,17.970100,18.143400,7.912598,14293752
2011-06-22,18.174000,18.184200,17.980301,18.031300,7.863709,15851758
2011-06-23,17.959900,17.959900,17.500900,17.572300,7.663532,19302181
2011-06-27,17.521299,17.582500,17.358200,17.460100,7.614601,12559757
2011-06-28,17.470301,17.551901,17.358200,17.439699,7.605703,12939601
2011-06-29,17.562099,18.153601,17.541700,18.112900,7.899296,21865470
2011-06-30,18.225000,18.296400,17.980301,18.163799,7.921494,14054201
2011-07-01,18.174000,18.275999,18.031300,18.245399,7.957081,8085574
2011-07-04,18.296400,18.632999,18.235201,18.622801,8.121671,8337204
2011-07-05,18.612600,18.714600,18.531000,18.653400,8.135016,7568144
2011-07-06,18.602400,18.653400,18.357599,18.398399,8.023807,8632061
2011-07-07,18.561600,18.684000,18.459600,18.663601,8.139464,10362722
2011-07-08,18.714600,18.796200,18.520800,18.582001,8.103878,6907612
2011-07-11,18.469801,18.582001,18.153601,18.184200,7.930391,7801571
2011-07-12,18.041500,18.133200,17.745701,18.123100,7.903745,8568342
2011-07-13,18.123100,18.378000,18.072100,18.296400,7.979323,6323551
2011-07-14,18.153601,18.398399,18.153601,18.225000,7.948184,7299065
2011-07-15,18.072100,18.153601,17.878300,17.878300,7.796983,9619057
2011-07-18,17.796700,17.857901,17.429501,17.551901,7.654636,8427682
2011-07-19,17.480499,17.949699,17.429501,17.949699,7.828122,11127341
2011-07-20,18.153601,18.245399,17.908899,18.112900,7.899296,10370071
2011-07-21,18.092400,19.244900,17.796700,18.949100,8.263975,26820936
2011-07-22,18.969500,19.357100,18.928699,19.306101,8.419668,11748221
2011-07-25,19.163300,19.326500,19.081699,19.295900,8.415219,7666510
2011-07-26,19.306101,19.357100,18.969500,19.153099,8.352942,7497787
2011-07-27,18.989901,19.265301,18.989901,19.071501,8.317355,8074705
2011-07-28,18.938900,19.091900,18.806400,19.000099,8.286217,5823133
2011-07-29,18.847200,18.989901,18.704399,18.724800,8.166155,10717293
2011-08-01,18.989901,19.153099,18.582001,18.582001,8.103878,11598500
2011-08-02,18.541201,18.755400,18.378000,18.602400,8.112774,14745433
2011-08-03,18.418800,18.888000,18.204599,18.449400,8.046049,18311146
2011-08-04,18.653400,18.735001,17.674299,17.674299,7.708016,18836111
2011-08-05,17.215401,17.888500,17.031799,17.684500,7.712465,24795723
2011-08-08,17.378500,17.531500,16.399500,16.409700,7.156506,30873144
2011-08-09,16.348499,16.705400,15.624400,16.440300,7.169850,40535643
2011-08-10,16.766600,16.787001,16.011900,16.317900,7.116470,21180092
2011-08-11,16.909401,17.297001,16.552500,17.276600,7.534574,29005960
2011-08-12,17.347900,17.592699,16.899200,17.500900,7.632394,12768368
2011-08-15,17.735500,18.021099,17.480499,17.929300,7.819225,8760755
2011-08-16,17.847700,17.857901,17.266399,17.500900,7.632394,13040972
2011-08-17,17.398899,17.521299,17.235800,17.358200,7.570160,10549575
2011-08-18,17.174601,17.286800,16.379101,16.379101,7.143161,21939479
2011-08-19,16.317900,16.481100,15.593800,16.236300,7.080884,31935787
2011-08-22,16.113899,16.980801,16.032301,16.552500,7.218782,11826030
2011-08-23,16.644199,16.960400,16.644199,16.848200,7.347742,15524544
2011-08-24,17.072599,17.531500,16.756399,17.062401,7.441159,12089427
2011-08-25,17.154200,17.286800,16.950199,16.990999,7.410019,11412849
2011-08-26,16.950199,17.042000,16.572800,16.929800,7.383329,8555983
2011-08-29,17.235800,17.419300,17.011400,17.409100,7.592359,7910286
2011-08-30,17.562099,17.562099,17.215401,17.388700,7.583463,8939337
2011-08-31,17.500900,17.633499,17.378500,17.449900,7.610152,16391029
2011-09-01,17.551901,17.602900,17.133801,17.256201,7.525678,13310580
2011-09-02,17.113400,17.225599,16.858400,17.103201,7.458951,8046226
2011-09-05,16.766600,16.929800,16.440300,16.521900,7.205439,9000070
2011-09-06,16.562700,16.848200,16.440300,16.787001,7.321052,12647460
2011-09-07,17.093000,17.174601,16.868601,17.031799,7.427813,12114538
2011-09-08,17.031799,17.184799,16.776800,17.021601,7.423365,7668319
2011-09-09,17.001200,17.011400,16.511700,16.613600,7.245430,10387294
2011-09-12,16.236300,16.634001,16.113899,16.572800,7.227636,11351998
2011-09-13,16.705400,17.123600,16.389299,16.950199,7.392226,13513391
2011-09-14,16.787001,17.195000,16.776800,17.011400,7.418917,13087664
2011-09-15,17.184799,17.368299,17.031799,17.246000,7.521228,9144520
2011-09-16,17.327600,17.398899,17.215401,17.297001,7.543471,12454151
2011-09-19,17.021601,17.103201,16.644199,16.664600,7.267673,10042465
2011-09-20,16.593300,17.011400,16.552500,17.011400,7.418917,13359552
2011-09-21,17.031799,17.133801,16.807400,16.889000,7.365535,6534225
2011-09-22,16.542200,16.664600,16.134300,16.246500,7.085332,12184356
2011-09-23,16.379101,16.511700,15.899700,16.501499,7.196541,12773790
2011-09-26,16.205700,16.715599,16.154699,16.562700,7.223231,9393346
2011-09-27,16.929800,17.572300,16.929800,17.562099,7.659084,15791505
2011-09-28,17.449900,17.653900,17.143999,17.297001,7.543471,10313848
2011-09-29,17.215401,17.745701,17.184799,17.541700,7.650188,8044711
2011-09-30,17.602900,17.602900,17.042000,17.205200,7.503435,9346688
